"","V1","V2","V3","V4","V5","V6","V7"
"20111",1,1,329,0,344,2005,1525
"20112",1,1,0,0,349,2008,3036
"20113",1,1,355,0,315,2008,1596
"20114",1,1,355,0,0,2007,1736
"20115",1,0,350,0,0,0,0
"20116",1,1,379,369,329,2008,1465
"20117",1,1,314,352,0,2007,50532
"20118",1,1,292,0,314,2007,50864
"20119",1,1,382,0,0,2006,2026
"20120",2,1,337,367,0,2004,2784
"20121",1,1,329,363,147,2008,5042
"20122",2,2,329,0,0,2004,0
"20123",2,1,306,0,0,2005,5221
"20124",1,2,314,351,161,2007,1654
"20125",1,1,0,0,358,2009,1996
"20126",1,2,353,0,271,2007,53091
"20127",1,1,327,0,143,2008,2926
"20128",1,2,342,0,179,2006,3716
"20129",1,2,342,0,0,2005,50648
"20130",2,2,292,315,0,2004,0
"20131",1,2,353,0,0,0,2597
"20132",1,2,384,352,0,2006,51059
"20133",1,1,309,377,0,2005,0
"20134",1,2,0,0,0,2004,55170
"20135",1,1,298,338,323,2007,2849
"20136",1,2,367,309,323,2008,1333
"20137",1,2,301,0,259,2005,0
"20138",2,2,367,329,0,2005,1279
"20139",2,2,367,0,0,2004,56377
"20140",1,1,367,329,315,2007,2959
"20141",1,2,381,0,330,0,20853
"20142",1,2,341,0,0,2007,5221
"20143",1,1,341,355,261,2009,2752
"20144",1,1,298,303,351,2008,2767
"20145",1,2,366,376,0,2005,56903
"20146",1,2,298,381,0,2008,2757
"20147",1,1,298,0,0,2009,3080
"20148",2,1,298,0,0,0,0
"20149",1,2,298,308,0,2006,1936
"20150",2,1,349,0,0,2004,2191
"20151",1,1,340,0,0,2006,50508
"20152",1,2,308,0,272,2007,2760
"20153",1,0,0,0,0,0,0
"20154",1,2,333,340,329,2006,2836
"20155",1,2,363,306,0,2004,0
"20156",1,2,375,0,328,2006,50028
"20157",1,1,298,0,0,2007,2193
"20158",1,1,342,0,0,2008,1736
"20159",1,2,0,0,261,2009,2788
"20160",2,2,331,364,292,2005,0
"20161",2,1,382,290,0,2005,3118
"20162",1,1,384,0,0,2007,1596
"20163",1,1,367,0,0,2007,2374
"20164",1,2,342,365,0,2008,1808
"20165",2,1,340,291,0,2005,0
"20166",1,1,362,0,260,2009,2505
"20167",1,2,365,297,0,2007,0
"20168",1,1,297,365,323,2008,50107
"20169",1,0,0,0,0,0,0
"20170",2,1,301,0,0,0,20592
"20171",1,0,355,314,0,0,0
"20172",2,2,365,297,0,2004,0
"20173",1,2,308,0,0,2007,2581
"20174",2,1,350,0,0,2005,3052
"20175",2,1,317,298,0,2004,1679
"20176",1,1,298,314,0,2008,2753
"20177",1,2,306,0,0,2006,2505
"20178",2,2,367,314,0,2004,1697
"20179",1,1,357,332,362,2007,2748
"20180",1,2,0,0,0,0,50028
"20181",2,2,366,0,0,2005,2754
"20182",1,1,360,0,136,0,1823
"20183",1,2,0,0,0,2008,0
"20184",1,0,367,368,0,2006,0
"20185",1,2,0,0,0,2009,1320
"20186",1,2,348,363,271,2006,2191
"20187",1,2,383,367,0,2007,1733
"20188",1,2,355,351,233,2004,2856
"20189",1,1,290,0,0,2006,1596
"20190",1,0,298,379,345,0,1764
"20191",1,1,0,0,0,2008,50556
"20192",1,0,355,298,0,0,0
"20193",1,2,341,0,0,0,0
"20194",2,0,0,0,0,0,0
"20195",1,1,384,390,267,0,50107
"20196",1,2,314,378,0,2008,1800
"20197",1,2,329,340,0,2008,2951
"20198",1,1,355,0,358,2008,50680
"20199",1,0,0,0,0,0,0
"20200",1,1,348,0,0,2006,3019
"20201",2,1,355,0,0,2004,2198
"20202",2,2,365,0,0,2005,2686
"20203",1,2,330,0,273,2009,53759
"20204",2,1,368,335,0,2004,1490
"20205",1,1,368,357,0,2008,2564
"20206",1,1,329,391,0,2009,50363
"20207",1,1,350,389,0,2006,50210
"20208",1,1,317,0,0,2006,23717
"20209",1,1,355,0,258,0,0
"20210",1,2,316,319,0,2006,2788
"20211",2,2,291,0,0,2005,0
"20212",2,1,373,0,0,2005,1279
"20213",1,2,294,385,0,2004,0
"20214",1,2,327,0,0,2007,2702
"20215",1,2,298,0,260,2009,59592
"20216",1,1,353,0,143,2008,1282
"20217",2,2,367,340,163,2003,2041
"20218",1,0,0,0,0,0,0
"20219",1,1,366,0,0,2007,3032
"20220",1,1,368,363,0,2006,2355
"20221",1,2,366,377,323,2007,1945
"20222",1,1,293,0,0,2008,3022
"20223",2,1,0,0,0,0,2209
"20224",1,1,390,0,270,2009,1936
"20225",1,1,298,0,271,2007,2702
"20226",2,1,356,0,324,2005,2055
"20227",1,2,348,368,128,2008,0
"20228",1,1,298,314,272,2009,1596
"20229",2,2,355,371,276,2005,1738
"20230",1,1,355,369,0,0,2355
"20231",1,1,382,0,141,2008,50098
"20232",1,2,319,0,266,2009,1764
"20233",1,1,317,0,256,2009,2554
"20234",2,1,298,368,0,2005,1912
"20235",1,2,321,319,0,2006,3057
"20236",2,2,291,0,0,2004,1835
"20237",1,2,352,377,135,2008,2926
"20238",2,2,297,365,0,2004,0
"20239",1,2,344,0,131,2005,1777
"20240",1,1,375,289,0,2005,53997
"20241",1,1,347,391,0,2007,2426
"20242",1,2,319,308,0,0,0
"20243",1,1,368,377,345,2006,55170
"20244",3,2,357,381,345,0,0
"20245",1,1,0,0,0,2008,1566
"20246",1,2,298,0,273,2009,50112
"20247",1,1,329,367,0,2006,1552
"20248",1,1,294,298,0,2006,1617
"20249",1,2,297,365,0,2005,1790
"20250",1,2,292,0,0,0,2293
"20251",1,2,350,0,288,2007,2670
"20252",1,0,0,0,0,0,1889
"20253",1,1,0,0,0,2009,2749
"20254",1,0,0,0,0,0,0
"20255",1,1,294,0,0,0,0
"20256",1,1,306,0,0,2007,1450
"20257",2,1,352,308,273,2004,3088
"20258",1,2,350,0,0,2006,1672
"20259",1,1,293,294,0,2008,2824
"20260",1,2,384,357,323,2008,51836
"20261",1,1,368,329,356,2008,1389
"20262",1,2,298,0,200,2005,1803
"20263",1,2,329,296,138,2006,2744
"20264",1,2,355,0,132,2008,1486
"20265",1,1,340,377,0,2007,2322
"20266",1,2,321,298,293,2008,2271
"20267",1,1,367,0,323,2006,2849
"20268",1,1,311,376,131,2008,2054
"20269",1,1,298,0,269,2009,2753
"20270",1,1,330,309,266,2009,1274
"20271",1,1,355,359,0,2006,0
"20272",1,1,298,0,266,2009,2061
"20273",2,1,350,329,329,2005,1655
"20274",1,2,292,0,0,2007,50341
"20275",1,2,298,368,0,2006,14608
"20276",1,1,331,0,0,2006,1604
"20277",1,1,329,0,0,2006,2317
"20278",1,1,330,303,0,2009,2805
"20279",1,1,355,0,268,2008,1655
"20280",1,1,0,0,0,2008,1747
"20281",1,1,340,367,266,2009,1887
"20282",1,1,393,368,358,2009,50254
"20283",5,0,327,0,239,0,0
"20284",1,0,0,0,0,0,0
"20285",1,2,334,0,0,2008,1704
"20286",1,1,335,374,0,2007,0
"20287",2,1,368,291,0,2003,2198
"20288",1,1,344,390,274,2009,5239
"20289",1,2,367,357,0,2007,2919
"20290",1,1,390,374,264,2009,1594
"20291",2,1,340,379,0,2005,1592
"20292",1,2,0,0,273,2009,15912
"20293",1,1,298,0,0,2007,2832
"20294",1,2,327,326,0,2007,2794
"20295",1,1,290,0,312,2006,1311
"20296",1,1,331,346,0,2007,1384
"20297",1,1,292,294,264,0,3300
"20298",1,0,350,382,0,2006,2760
"20299",2,2,367,0,295,2005,0
"20300",1,1,350,367,320,2006,0
"20301",1,2,316,0,0,2006,1490
"20302",2,1,375,348,0,2005,1606
"20303",2,2,340,367,0,2005,3021
"20304",1,1,329,335,274,2009,50210
"20305",1,0,0,0,0,0,0
"20306",1,2,308,298,257,2009,1764
"20307",1,1,355,382,0,2007,1279
"20308",2,0,0,0,0,2005,0
"20309",1,1,0,0,0,0,1734
"20310",1,0,375,0,206,2005,1278
"20311",1,1,337,345,0,2006,2364
"20312",2,2,348,298,0,2005,50165
"20313",1,1,356,0,264,2009,2702
"20314",1,0,0,0,0,0,0
"20315",5,2,327,0,0,0,2232
"20316",2,1,355,0,0,0,2665
"20317",1,2,352,0,160,2005,1606
"20318",1,1,374,310,217,2006,0
"20319",1,2,351,0,0,2007,2890
"20320",1,0,0,0,0,0,0
"20321",1,2,300,0,172,2005,0
"20322",1,2,314,308,130,2007,50107
"20323",1,1,379,0,233,2006,3118
"20324",1,1,317,0,0,0,2326
"20325",1,1,374,377,238,2007,1595
"20326",1,2,300,0,131,2007,2760
"20327",1,1,355,0,0,2008,2748
"20328",1,1,355,0,0,2009,2702
"20329",1,1,367,362,0,2006,2659
"20330",1,1,367,391,274,2009,1769
"20331",1,1,349,344,263,2009,2178
"20332",1,2,298,314,259,2009,0
"20333",1,2,341,382,0,0,2686
"20334",1,1,360,0,0,2007,50606
"20335",1,1,329,0,0,2005,1913
"20336",1,2,365,327,0,2005,0
"20337",3,2,300,336,0,0,53234
"20338",5,1,0,0,0,0,0
"20339",1,2,365,351,257,2009,3058
"20340",1,2,298,350,0,2007,2426
"20341",1,2,319,0,0,2007,2687
"20342",1,1,316,0,270,2009,1596
"20343",2,2,329,0,217,2004,2508
"20344",1,1,355,0,268,2008,1596
"20345",1,2,374,386,218,2006,2709
"20346",1,0,0,0,215,2005,0
"20347",1,1,355,0,0,2008,50485
"20348",1,1,327,328,273,2009,10541
"20349",1,1,368,0,0,2006,1606
"20350",1,2,363,304,166,2005,1885
"20351",1,1,350,0,0,2008,2599
"20352",1,1,367,390,0,2006,1996
"20353",1,1,340,0,0,2006,11206
"20354",2,2,355,308,0,2003,1764
"20355",1,2,0,0,0,2007,1740
"20356",2,2,355,0,0,2005,2554
"20357",1,1,367,332,264,2009,2599
"20358",1,1,341,382,0,2005,1268
"20359",1,2,368,390,0,2007,2210
"20360",1,2,350,0,327,2006,0
"20361",2,2,349,377,0,0,0
"20362",1,1,319,0,264,2009,0
"20363",1,1,298,0,273,0,51249
"20364",1,2,355,314,0,2007,2702
"20365",1,2,337,0,323,2006,1608
"20366",1,1,368,355,0,2006,1913
"20367",1,1,367,350,261,2009,0
"20368",1,0,0,0,0,0,0
"20369",1,1,355,382,0,0,25825
"20370",1,1,298,377,0,2007,50975
"20371",1,1,298,357,0,2008,2561
"20372",1,1,368,386,261,2009,1473
"20373",1,1,329,367,270,2009,1320
"20374",1,1,0,0,316,2007,2505
"20375",2,1,329,357,0,2004,51918
"20376",1,1,340,0,0,2007,2454
"20377",1,2,292,306,0,2006,53147
"20378",1,2,0,0,0,0,2209
"20379",1,2,355,0,131,2008,50165
"20380",2,1,367,295,0,2004,3004
"20381",2,2,0,0,0,0,0
"20382",1,1,368,348,144,2008,1965
"20383",1,1,355,304,0,2008,50622
"20384",5,2,367,0,0,2004,0
"20385",1,2,319,0,136,2008,2749
"20386",1,1,340,0,0,2006,2346
"20387",1,1,355,0,0,0,2193
"20388",1,2,329,0,0,0,50117
"20389",1,2,306,308,223,2005,1389
"20390",1,2,0,0,0,2010,5780
"20391",1,0,0,0,0,0,0
"20392",2,2,293,335,0,2004,0
"20393",1,2,384,0,0,2006,1269
"20394",1,1,367,332,0,2005,3029
"20395",1,2,315,0,257,2009,1333
"20396",1,2,350,367,362,2007,1279
"20397",1,1,350,0,0,2006,1823
"20398",1,2,387,390,260,2009,1595
"20399",1,2,319,0,0,2007,1506
"20400",1,1,0,0,0,2009,1486
"20401",1,1,368,382,0,2007,2493
"20402",1,2,291,0,0,2006,0
"20403",1,1,304,0,214,2007,2435
"20404",1,1,368,0,0,2006,2146
"20405",1,2,365,297,0,2008,50305
"20406",1,2,319,0,0,2007,2849
"20407",1,2,355,357,0,2006,1590
"20408",2,1,314,0,0,2005,3004
"20409",1,1,366,371,327,2007,50081
"20410",1,2,367,340,346,2006,2979
"20411",1,2,314,391,0,2008,1594
"20412",1,1,341,388,266,2008,1731
"20413",1,2,350,343,0,2006,2056
"20414",1,1,329,357,0,2008,3052
"20415",2,1,382,374,0,2005,0
"20416",1,1,341,0,0,2006,2203
"20417",1,1,382,0,329,2006,0
"20418",1,1,314,0,0,2006,1451
"20419",1,2,308,0,0,2006,0
"20420",2,2,298,0,0,2005,0
"20421",1,1,355,357,0,2008,1764
"20422",1,1,371,289,0,2006,1907
"20423",1,1,362,343,256,2009,2490
"20424",2,1,308,306,0,2003,0
"20425",1,2,0,0,0,0,2849
"20426",1,0,308,0,0,0,2581
"20427",1,2,355,332,0,2006,2687
"20428",1,2,319,0,0,2006,16337
"20429",5,2,301,0,0,0,0
"20430",1,2,290,0,0,2007,50225
"20431",2,2,294,375,0,2004,56074
"20432",1,2,0,0,181,0,0
"20433",1,2,306,0,0,2007,13021
"20434",1,2,350,0,0,2006,1617
"20435",1,2,327,0,0,0,0
"20436",1,1,330,0,0,2006,2803
"20437",1,1,0,0,0,2007,1346
"20438",1,2,327,0,0,2008,1490
"20439",1,1,316,0,264,2009,2749
"20440",2,1,379,0,0,2005,0
"20441",1,1,371,347,322,2008,2602
"20442",1,2,313,0,0,2005,50028
"20443",1,1,0,0,0,0,1681
"20444",2,1,314,0,0,2005,2209
"20445",1,2,382,331,0,2007,2285
"20446",2,0,329,0,0,2005,1606
"20447",1,1,298,0,131,2008,1912
"20448",1,1,350,340,0,2006,2697
"20449",1,1,306,293,0,2007,2557
"20450",1,2,357,0,324,2007,2426
"20451",1,2,327,308,206,2006,2443
"20452",2,1,371,368,0,2005,2443
"20453",2,2,340,389,171,2004,2811
"20454",1,1,0,0,268,0,2678
"20455",1,1,351,386,259,2009,2021
"20456",2,0,0,0,0,0,0
"20457",1,1,293,294,0,2006,56946
"20458",1,1,329,363,270,2009,1981
"20459",1,2,319,369,0,2007,1763
"20460",1,2,373,340,0,2008,50152
"20461",1,2,371,309,280,2008,50353
"20462",1,1,0,0,273,2009,1320
"20463",1,1,0,0,269,2009,2041
"20464",1,2,342,0,173,2005,2277
"20465",1,1,291,377,0,2007,0
"20466",1,1,0,0,0,2008,1617
"20467",1,2,298,344,267,2008,2077
"20468",1,1,341,329,270,2009,0
"20469",1,1,290,0,0,2007,0
"20470",1,0,0,0,0,0,0
"20471",1,2,308,0,0,2007,2443
"20472",1,1,291,377,273,2009,1326
"20473",1,1,382,0,0,2006,1364
"20474",1,1,341,0,0,2008,2463
"20475",1,1,371,367,268,2007,2593
"20476",1,1,298,393,269,2009,50307
"20477",1,1,350,0,198,2006,1942
"20478",1,0,365,379,0,0,0
"20479",2,1,368,348,0,2004,2054
"20480",1,1,348,0,0,0,2022
"20481",1,0,0,0,0,0,0
"20482",1,1,341,295,0,2006,2561
"20483",2,0,0,0,0,0,0
"20484",1,1,341,382,352,2007,1334
"20485",1,2,367,385,265,2009,1305
"20486",2,2,367,298,260,0,2287
"20487",1,2,293,291,0,2007,1279
"20488",1,1,350,329,0,2008,2561
"20489",4,0,0,0,0,0,0
"20490",1,2,0,0,0,2008,2498
"20491",2,2,298,0,0,2004,0
"20492",1,1,355,376,0,2007,0
"20493",1,2,314,367,286,2008,8947
"20494",1,2,341,357,0,2007,3048
"20495",1,1,0,0,324,2008,2193
"20496",1,2,327,0,0,2008,2839
"20497",2,2,306,0,0,2005,3118
"20498",1,1,319,0,219,2007,2760
"20499",1,2,294,0,341,2006,1719
"20500",1,2,319,0,257,0,1654
"20501",1,2,298,314,0,2009,2355
"20502",1,2,0,0,0,2008,4588
"20503",1,2,289,0,0,2007,0
"20504",1,1,355,0,0,2008,2753
"20505",1,1,368,0,260,2009,2805
"20506",1,2,357,292,0,2007,50028
"20507",2,2,0,0,0,2004,1885
"20508",1,1,366,377,0,2008,50025
"20509",1,1,349,306,324,2007,3058
"20510",3,2,348,367,0,0,1034
"20511",1,1,326,0,0,2009,2149
"20512",1,1,391,368,273,2009,3129
"20513",2,1,290,0,0,2004,1274
"20514",1,1,350,310,196,2006,1333
"20515",1,2,330,0,133,2008,51216
"20516",1,1,355,0,130,2008,1964
"20517",2,2,306,298,161,2004,2866
"20518",1,2,350,357,0,2007,2495
"20519",1,2,319,0,0,2008,2861
"20520",1,0,0,0,0,0,0
"20521",2,0,298,0,0,0,0
"20522",1,0,0,0,0,0,0
"20523",1,2,350,368,323,2006,1965
"20524",1,2,349,0,329,2007,0
"20525",1,1,354,362,269,2009,4281
"20526",1,2,0,0,0,2007,2790
"20527",2,2,352,308,0,2004,5123
"20528",1,2,355,0,0,2007,0
"20529",1,1,340,291,257,2009,1998
"20530",1,1,351,377,0,2008,1371
"20531",1,0,303,289,178,0,0
"20532",1,0,356,331,231,2007,2780
"20533",1,2,357,0,338,0,0
"20534",2,1,290,298,320,2005,1705
"20535",2,1,368,0,0,2004,0
"20536",1,1,0,0,270,2009,3058
"20537",2,1,368,291,0,2005,2849
"20538",1,2,0,0,301,0,2596
"20539",5,2,384,316,0,0,0
"20540",2,1,292,0,0,2005,1719
"20541",1,2,375,0,135,2005,2454
"20542",2,0,0,0,0,0,0
"20543",1,2,293,291,282,2006,5221
"20544",1,2,314,348,0,2006,2062
"20545",1,1,337,0,0,2006,2895
"20546",1,2,308,337,329,2005,2972
"20547",2,2,311,340,0,2003,0
"20548",2,1,374,291,323,2005,52882
"20549",1,2,301,0,130,2008,2041
"20550",1,1,367,335,224,2006,3004
"20551",1,2,292,0,273,2009,1526
"20552",1,1,342,0,261,2008,0
"20553",1,2,319,0,219,2006,1734
"20554",1,2,340,393,267,2009,0
"20555",1,1,314,368,0,2008,1443
"20556",1,2,0,0,155,2006,1913
"20557",1,2,355,0,268,2009,1638
"20558",2,2,314,323,266,2004,50257
"20559",1,1,329,377,270,2009,1730
"20560",2,1,0,298,0,2004,2234
"20561",1,1,377,349,271,2006,1913
"20562",1,1,298,366,0,2008,50219
"20563",2,2,0,0,0,2004,0
"20564",1,1,341,0,257,2009,0
"20565",1,2,355,368,204,2005,2849
"20566",1,1,391,368,0,2009,2561
"20567",2,1,368,0,0,2001,0
"20568",2,2,371,314,0,2005,54030
"20569",2,1,319,0,0,2004,0
"20570",1,1,328,0,240,2006,1566
"20571",1,1,0,0,0,2007,2029
"20572",1,2,314,367,145,2007,1552
"20573",1,2,298,0,185,2005,1944
"20574",1,1,351,368,0,2008,1382
"20575",1,1,342,358,0,0,2696
"20576",1,1,383,0,258,2009,2275
"20577",2,2,348,340,0,2005,3052
"20578",4,2,0,0,0,0,0
"20579",1,2,291,0,0,2008,1747
"20580",1,1,304,310,349,2006,2277
"20581",1,1,355,0,259,2009,2753
"20582",1,2,322,301,0,2007,2657
"20583",1,2,341,0,0,2005,3208
"20584",1,1,0,0,0,0,0
"20585",1,2,367,0,257,2009,50640
"20586",1,1,337,377,0,2007,2041
"20587",1,1,360,0,0,2008,1805
"20588",1,2,291,0,0,2007,1440
"20589",1,1,367,375,261,2009,25658
"20590",2,1,298,0,0,2004,2439
"20591",2,1,331,0,0,2005,3003
"20592",2,2,367,363,0,0,2661
"20593",1,2,300,316,262,2009,50356
"20594",1,2,327,314,0,2006,2823
"20595",1,2,351,0,0,2006,3004
"20596",1,1,291,0,271,2007,2664
"20597",1,2,314,298,135,2008,2597
"20598",1,1,332,0,0,0,0
"20599",1,2,384,0,0,2008,754
"20600",1,2,368,0,224,2006,1606
"20601",1,1,0,0,0,2008,50055
"20602",1,2,367,0,0,2005,1287
"20603",1,1,300,328,0,2006,2972
"20604",1,2,340,363,0,2007,2881
"20605",1,1,294,0,0,2006,0
"20606",2,1,351,0,0,2005,0
"20607",2,2,355,367,0,2004,2490
"20608",2,2,319,0,0,2005,2052
"20609",1,1,355,0,323,2006,2794
"20610",3,2,342,0,173,2005,50261
"20611",1,2,365,351,325,2009,2394
"20612",1,1,331,382,0,2006,2232
"20613",5,0,378,316,0,0,51267
"20614",3,2,0,0,0,0,2054
"20615",1,2,375,363,0,2008,1808
"20616",1,2,356,0,359,2008,3072
"20617",2,2,315,0,0,0,15981
"20618",1,1,355,0,0,2008,2779
"20619",1,2,355,0,0,2008,50652
"20620",1,1,291,0,0,2005,0
"20621",2,1,290,291,0,2005,3049
"20622",2,1,329,0,0,2004,6399
"20623",5,1,386,332,0,2005,2321
"20624",2,0,0,0,0,0,0
"20625",1,2,355,329,346,2007,1676
"20626",1,1,350,0,0,2007,0
"20627",1,1,360,390,273,2009,1942
"20628",1,1,292,0,257,2009,50168
"20629",1,1,355,0,0,2006,3058
"20630",1,0,355,376,268,2009,3058
"20631",1,1,314,0,0,2006,0
"20632",2,1,371,332,341,2005,2396
"20633",2,2,314,348,0,2005,1544
"20634",1,2,315,314,0,2007,1733
"20635",1,2,355,0,0,2006,1741
"20636",2,1,317,375,0,2005,1473
"20637",1,2,316,0,323,2008,2960
"20638",1,2,308,0,165,2006,1420
"20639",2,1,329,0,0,2004,17273
"20640",1,1,329,0,0,2007,1638
"20641",1,2,368,363,0,2005,2803
"20642",1,1,340,377,128,2007,2088
"20643",1,2,348,383,0,0,25848
"20644",2,2,297,365,0,2004,2669
"20645",2,1,316,0,208,2004,1734
"20646",1,0,348,367,0,0,0
"20647",1,1,367,329,0,2008,1985
"20648",1,1,341,335,135,2007,1272
"20649",1,2,342,357,0,2006,2041
"20650",1,1,314,0,0,2006,2205
"20651",1,2,340,0,0,2005,0
"20652",1,2,298,0,214,2006,1608
"20653",1,2,298,357,351,2006,3118
"20654",1,1,340,0,267,2008,1308
"20655",1,1,374,379,323,2006,1764
"20656",4,0,0,0,0,0,0
"20657",1,2,300,378,324,2007,2674
"20658",1,2,368,0,0,2006,15853
"20659",1,1,316,365,264,2009,2749
"20660",1,2,367,369,339,0,2687
"20661",1,1,355,0,323,2007,11227
"20662",1,1,335,350,0,2007,2414
"20663",1,1,0,0,0,2008,0
"20664",1,1,331,332,196,2006,20763
"20665",2,2,0,0,0,0,0
"20666",1,1,368,379,0,2009,2057
"20667",1,1,371,368,0,2008,2190
"20668",1,1,298,343,0,2008,50193
"20669",2,0,0,0,0,0,0
"20670",1,1,292,383,0,2006,2805
"20671",1,1,367,0,0,2005,51125
"20672",2,1,368,294,0,2005,2505
"20673",2,0,375,0,0,2004,2373
"20674",5,2,393,0,0,0,1287
"20675",1,2,308,351,352,2007,1697
"20676",2,0,356,0,0,2005,2702
"20677",2,0,329,0,0,2005,0
"20678",1,2,292,298,268,2009,2514
"20679",2,2,319,0,0,2005,1734
"20680",1,2,0,0,0,2007,1595
"20681",1,2,390,0,269,2009,0
"20682",1,1,366,373,328,2007,2275
"20683",5,1,341,368,0,2008,16797
"20684",1,0,0,0,0,0,0
"20685",1,2,295,310,259,2009,3864
"20686",1,1,348,0,190,2006,1451
"20687",1,0,0,0,266,0,2327
"20688",1,0,0,0,0,2008,0
"20689",1,2,0,0,323,2008,1267
"20690",1,2,0,0,0,2009,2193
"20691",4,2,301,326,0,2006,0
"20692",2,1,375,0,195,0,8617
"20693",2,0,298,296,0,2005,1606
"20694",1,2,367,383,0,2007,1465
"20695",1,1,367,342,0,2005,2071
"20696",1,2,378,314,138,2006,2227
"20697",1,1,355,0,273,2009,2561
"20698",1,0,0,0,0,0,0
"20699",1,0,355,0,0,2008,55102
"20700",1,2,0,0,256,2009,2803
"20701",1,1,360,382,342,2008,1350
"20702",1,1,353,351,274,2009,2867
"20703",1,2,355,301,0,2009,2913
"20704",1,1,298,314,274,2009,1594
"20705",1,2,355,0,0,2005,2905
"20706",1,1,360,0,128,2008,1731
"20707",2,2,367,0,0,2004,2024
"20708",2,1,375,377,0,2004,50165
"20709",1,2,0,0,0,2007,0
"20710",2,2,0,0,0,0,0
"20711",1,2,327,0,260,2009,1320
"20712",1,1,375,374,0,2007,1963
"20713",1,1,356,0,0,2007,0
"20714",1,1,368,0,0,2008,0
"20715",1,2,319,0,269,2009,50028
"20716",1,1,341,0,0,2007,1699
"20717",1,2,327,0,0,2005,0
"20718",2,1,350,0,188,2004,1492
"20719",1,2,383,0,323,2006,2327
"20720",1,2,327,350,0,2007,50058
"20721",1,0,348,314,0,2006,2702
"20722",1,2,327,0,258,2009,2702
"20723",1,1,298,355,0,2007,2561
"20724",1,1,0,0,0,2008,2355
"20725",1,1,366,340,258,2009,3080
"20726",1,2,315,298,262,2009,1938
"20727",2,2,316,0,239,2004,5997
"20728",1,1,301,0,256,2009,2398
"20729",1,1,350,367,360,2008,1606
"20730",2,1,383,0,0,2005,2714
"20731",2,0,0,0,0,0,0
"20732",1,0,0,0,0,0,0
"20733",1,2,387,336,137,2007,2443
"20734",1,1,355,298,0,2009,2193
"20735",1,0,0,0,0,0,0
"20736",2,0,0,0,0,0,0
"20737",1,2,327,0,219,2007,2233
"20738",1,1,292,0,273,0,6399
"20739",1,2,308,0,0,2006,1699
"20740",1,1,367,291,0,2007,2135
"20741",1,0,337,0,264,2007,24716
"20742",1,0,0,0,0,0,0
"20743",1,2,0,0,162,0,0
"20744",1,2,314,0,0,2005,0
"20745",1,1,367,0,0,2006,2322
"20746",3,0,0,0,0,0,0
"20747",2,2,367,0,0,2004,2790
"20748",1,2,319,0,0,2008,1596
"20749",1,1,298,0,0,2006,2731
"20750",1,2,382,343,193,2007,1702
"20751",1,1,291,381,0,2007,0
"20752",1,2,351,0,290,2007,2327
"20753",1,1,360,377,0,2007,1344
"20754",1,1,327,0,323,2008,23548
"20755",1,2,298,314,260,2009,2954
"20756",1,0,0,0,0,0,0
"20757",1,2,300,326,0,0,1912
"20758",1,1,0,0,264,2009,2780
"20759",2,2,337,343,344,2005,1565
"20760",1,1,329,350,360,2007,1924
"20761",1,1,355,0,270,2009,2756
"20762",1,1,0,0,272,2009,2686
"20763",2,1,355,0,0,2004,1912
"20764",2,1,302,367,0,2005,2016
"20765",1,2,0,0,270,2009,50353
"20766",1,2,341,0,273,2009,2836
"20767",2,1,363,0,0,2004,50165
"20768",1,1,340,379,0,2007,2572
"20769",2,1,341,390,0,2005,5999
"20770",1,2,0,0,323,2008,2519
"20771",2,2,331,0,0,2005,50652
"20772",1,1,0,0,274,2009,2702
"20773",1,2,0,0,260,0,50313
"20774",1,1,360,0,0,2007,2753
"20775",1,2,365,297,161,2007,2182
"20776",1,2,344,355,0,2006,0
"20777",1,2,319,0,0,2005,2460
"20778",1,0,0,0,0,0,0
"20779",1,2,355,357,0,2007,50864
"20780",1,2,319,0,0,2006,1763
"20781",1,1,323,0,219,2007,2234
"20782",1,2,292,344,261,2009,3020
"20783",1,0,0,0,0,0,0
"20784",1,0,0,0,0,0,0
"20785",1,1,298,374,325,2008,1780
"20786",1,1,382,386,0,2007,0
"20787",1,2,294,368,0,2005,0
"20788",1,1,341,386,0,2006,2741
"20789",5,0,0,0,0,0,0
"20790",1,2,298,314,0,2005,0
"20791",1,2,367,0,178,2007,50107
"20792",1,1,355,382,0,2008,0
"20793",1,1,315,0,256,2009,1355
"20794",5,2,394,0,345,2008,21730
"20795",2,2,355,329,0,2000,1298
"20796",1,1,349,0,324,2006,3042
"20797",1,1,367,0,0,2005,1338
"20798",1,1,390,341,259,2009,2305
"20799",1,2,319,0,172,2007,2405
"20800",1,2,298,0,266,2009,0
"20801",1,0,366,0,0,2007,2028
"20802",1,2,0,0,0,2009,50165
"20803",1,2,327,325,0,2005,1804
"20804",1,1,301,0,331,2006,2241
"20805",2,2,355,0,0,2005,2052
"20806",1,2,298,314,305,2008,2702
"20807",1,2,314,0,0,2006,1465
"20808",2,2,367,0,0,2005,2779
"20809",1,0,0,0,0,0,0
"20810",1,2,331,0,0,2006,2917
"20811",2,1,355,316,0,2005,1936
"20812",2,1,370,383,0,2003,1654
"20813",1,2,298,393,263,2009,2756
"20814",1,1,340,381,319,2007,50107
"20815",5,0,329,0,0,0,0
"20816",2,2,355,368,0,2004,3021
"20817",1,2,333,359,297,2006,2094
"20818",2,2,333,0,0,2005,50507
"20819",1,1,306,349,339,2009,2664
"20820",1,2,319,0,0,0,2355
"20821",1,2,348,0,291,2008,2301
